gender,age,height,weight
1,21,176,72.4
0,21,170,69.6
0,19,167,72.1
0,21,159,63.2
0,23,176,76.7
1,22,175,78.7
0,22,165,62
1,20,174,75.8
1,22,189,85
0,24,164,61.9
1,18,180,74.5
1,21,195,98
0,18,170,69.3
1,21,182,80.8
0,21,171,68.3
1,23,186,82.7
0,19,161,61.9
1,22,180,77.3
0,23,176,74.6
0,21,170,71.9
0,22,160,66.7
0,20,160,61.4
0,19,164,66.8
0,23,157,63.3
0,18,156,64.9
0,20,161,58.6
1,21,183,82.1
1,22,181,77.9
0,22,157,62.1
0,19,162,66.9
1,55,186,86
0,21,159,66
1,21,182,76.6
0,21,166,69.3
1,21,188,84
0,20,163,69.6
0,22,166,68.4
0,21,162,64.7
1,20,185,86
1,20,170,75
1,21,158,65.9
1,22,168,71.5
1,18,176,78.2
1,20,190,86.4
0,20,160,64.3
1,20,171,72.4
0,24,164,68.5
0,19,169,71.6
1,20,181,78
0,22,158,61.3
1,22,170,67.5
1,21,194,95.8
0,22,171,70.1
0,20,156,63.8
0,23,167,68.7
0,24,176,78
0,20,164,63.8
1,21,180,80.2
1,19,181,74.3
1,21,190,84.8
1,20,172,74.8
0,23,161,67.7
0,21,153,59.6
1,22,180,81.1
1,24,183,81.4
1,20,176,70
1,60,184,80.8
0,18,164,67.5
1,22,176,77.7
1,20,176,76.6
0,22,162,62.8
0,21,163,67.3
0,24,167,65.7
0,23,179,77.8
0,25,150,66.9
0,24,169,68.2
0,25,162,67.5
0,21,165,69.5
0,19,159,59.7
0,23,166,67.2
0,26,159,65.1
1,20,174,72.1
0,21,149,61.6
1,19,168,68.2
1,20,175,74.8
0,23,164,69.4
1,21,182,82.4
1,24,176,77.4
0,22,154,60.8
1,19,175,77.3
0,20,162,61.3
0,21,170,72.8
0,21,153,58.1
0,22,169,73.4
0,20,170,76.4
0,20,153,61.4
0,22,163,67.8
1,18,187,85.9
0,21,163,68.3
1,24,174,75
0,19,162,65.9
0,22,150,68
1,21,175,74.6
0,25,160,66
1,21,188,85.2
1,22,186,82.1
1,23,183,80.2
0,20,166,72.3
1,20,161,65.3
0,21,160,61.4
1,19,180,75
0,23,162,63.6
0,23,172,70.9
1,20,183,76.3
1,21,182,82.5
1,28,168,71.4
1,19,186,81.4
0,20,164,67.1
0,22,159,65
0,21,166,68.3
1,19,171,74.4
1,20,181,82.9
0,23,169,71.9
0,20,168,71.3
0,21,172,69.5
1,23,165,70.3
0,23,155,60.4
1,20,178,82.6
1,24,182,82
0,19,150,63.5
0,22,177,75.2
0,20,162,63.4
0,23,166,68.5
0,24,148,62.7
0,20,164,65.9
1,19,180,75.6
1,20,192,92.8
1,21,171,72.7
1,22,177,77
0,25,172,75.1
1,62,174,69.1
1,19,179,73.9
0,20,154,61.6
0,23,163,69.8
0,21,157,65.6
1,37,190,88.1
1,24,194,91.8
0,49,170,68.6
1,23,169,64.5
0,23,166,66.7
1,21,181,78.9
0,21,170,70.8
1,21,166,66.9
0,18,163,69.7
1,21,188,83.3
1,21,185,80.8
0,21,156,59.8
1,20,186,84.5
0,21,169,70.8
0,20,158,64.8
1,20,163,65
0,23,154,56.1
1,28,163,61.8
0,20,160,64.9
1,42,183,82.1
1,22,176,72
0,21,172,70.9
1,19,183,81
1,20,173,73.1
1,20,175,72.8
0,19,168,72.3
0,20,164,61.3
0,22,157,64.8
1,24,177,77.4
1,20,171,73.5
0,24,172,72.5
0,20,156,62.5
0,20,150,62.8
0,20,151,61.5
0,20,163,65.2
1,22,181,78.7
1,22,181,77.7
1,25,176,75.9
1,21,167,67.6
0,48,151,63.4
0,22,165,66.9
1,20,188,84
1,19,185,83
1,25,175,74.7
0,25,158,63.2
0,55,170,69
0,21,170,69.4
1,21,176,70
1,20,176,74.2
0,24,167,69.5
0,21,164,66.8
0,21,163,66.4
1,23,194,92.1
0,21,163,61.5
1,30,182,79.5
1,21,196,98.1
0,19,162,63.4
0,23,169,71.7
0,20,161,64.9
1,23,177,73.1
1,25,168,68
1,20,184,79.4
0,19,156,66.1
0,21,165,66.1
1,19,176,72.9
1,21,180,79.2
0,20,162,65.3
0,26,166,67.5
0,19,170,74
0,25,162,66.9
0,21,159,62.8
0,20,171,64.8
1,55,171,69.1
1,20,162,67.4
1,23,168,68.6
1,25,188,84.7
1,24,173,75.7
1,20,194,95.2
1,21,182,79.2
0,20,151,59.6
0,22,166,64.8
0,22,156,59.8
1,20,177,79.7
0,20,162,68.9
0,20,156,58.7
0,21,160,63.4
0,22,159,66.2
0,20,154,61.4
0,22,164,69.1
1,23,185,84.9
0,23,151,59.1
1,25,191,89
1,20,172,73.3
0,21,168,70.4
0,19,149,65.1
1,25,180,81.6
1,21,177,75
1,19,194,98.6
0,20,155,62.5
1,22,169,66.8
0,21,157,61.1
1,22,179,79.4
0,20,160,66.8
0,22,164,67.6
0,21,159,66.3
0,22,167,68
0,23,164,63.9
0,22,164,64.3
1,19,178,75
1,52,173,72.9
0,22,158,66
1,22,178,74.5
0,21,156,65.8
1,23,180,80.6
1,20,178,80.2
0,21,168,68
1,20,186,84.9
0,38,163,63.6
0,19,169,70.2
0,24,162,65.7
1,24,173,74.3
1,23,169,67.1
1,21,192,92.9
1,22,174,73
0,21,168,67.9
1,21,188,87.3
0,21,146,56.9
0,23,174,69.4
0,23,149,56.5
0,21,172,72.6
0,26,165,65.3
1,21,180,78.9
1,21,192,90.9
1,20,185,83.7
0,22,150,57.8
1,20,185,80.9
1,22,170,71
0,18,180,80.2
1,21,169,66.1
0,21,157,63.8
1,22,181,77.8
1,24,163,69.6
0,43,152,59.4
0,22,157,64.7
1,20,187,82.6
0,20,152,61.1
1,21,178,80.3
1,21,177,74.5
0,20,150,56.2
0,21,160,66
1,19,172,68.6
0,21,166,68.1
1,63,180,77.5
1,20,178,75.3
1,19,191,89.6
1,22,179,76.5
0,24,152,62.1
0,20,156,59.9
1,20,171,71.8
1,19,182,78.2
0,22,163,69
1,21,168,70.2
1,21,155,61.8
0,22,159,65
0,23,158,67.2
1,25,166,68.7
1,18,186,81.2
0,20,143,54.7
0,25,160,67.6
1,20,187,86.7
0,21,177,76.1
0,22,152,58.6
0,25,170,71.2
0,21,173,75.4
0,22,167,70.4
0,21,164,65.9
0,21,160,62.4
1,21,183,82.7
0,23,166,69.7
0,21,158,63.2
0,21,156,66.4
1,21,187,82.2
1,20,171,73.1
1,19,182,79.2
1,19,191,92.9
0,20,168,68.4
1,23,180,80.3
1,20,179,79.7
1,19,165,70.6
0,21,149,58.8
0,21,153,61.4
0,19,170,68.8
0,19,171,73.5
0,21,155,59.6
0,21,164,72.4
1,19,178,75.2
1,24,181,79.6
0,20,169,75.9
1,20,173,72.2
1,20,169,66.4
1,21,171,74.2
1,20,186,85.8
1,19,170,72.8
1,21,180,74.7
0,19,159,64.5
1,20,185,86.5
0,19,156,62.8
0,21,164,69.9
0,22,163,72.3
0,22,160,62.6
0,22,186,81.6
0,24,164,64.6
1,22,186,83.6
1,22,146,61.4
0,23,170,71.8
0,21,163,65
0,42,167,69.2
0,22,150,61.4
1,19,184,78.7
0,23,152,63.4
1,20,195,91.3
0,20,176,78.5
1,26,181,76.7
0,21,151,58.9
0,19,165,72.7
1,48,175,75.8
0,23,155,60.3
1,22,189,91.9
0,20,169,68.7
1,21,189,85.4
1,23,175,70.5
0,21,165,66.2
0,20,160,60.7
1,22,176,75.2
1,21,180,80.1
0,20,175,78.4
0,21,157,64.7
0,19,161,66.9
0,20,164,66.6
0,21,156,63.3
1,20,175,76.5
1,21,186,81.2
1,21,185,82.2
1,21,195,95
0,19,168,69.2
1,21,181,82.4
0,25,165,66.2
0,21,163,66.9
0,21,170,73.7
0,21,170,70.1
0,18,170,73.6
0,23,150,62.1
1,20,180,78.3
0,21,172,69.5
0,22,168,70
0,22,167,68.3
0,23,175,74.8
1,21,176,78.1
0,19,156,62.5
1,24,167,66.6
1,22,174,69.9
1,21,179,76.9
1,34,180,79.7
1,23,176,72.1
0,28,157,62.7
1,45,176,78
1,20,188,91.7
0,20,152,61.4
0,21,177,76.7
1,22,179,79.1
1,21,175,72.9
0,24,159,62
0,22,179,79.1
1,22,175,76.3
1,19,176,74.1
1,42,168,72.3
0,21,159,62.8
0,18,169,72.1
1,19,176,73.7
1,19,181,79.6
0,20,156,62.7
0,20,168,75.8
1,60,179,81.5
0,18,171,69.2
0,25,164,64.6
1,23,180,76.6
0,20,156,68.6
0,20,165,68.5
1,22,176,72.2
1,21,191,86.7
0,20,154,64.4
0,22,146,59.3
0,24,159,60.7
1,22,168,66.4
1,20,179,75.7
1,23,192,89.5
0,19,149,61.7
1,22,170,69
0,43,156,61.3
1,18,189,86.9
1,21,176,76.6
1,18,180,79.1
1,21,182,79.9
0,22,169,67.1
1,21,178,75.9
1,22,177,75.5
1,19,183,81.4
0,24,152,62.1
1,23,195,94.2
0,22,164,64.9
1,21,167,68.8
1,22,184,84.9
0,22,158,65
0,24,167,71.8
0,20,166,66.3
0,18,166,70.7
1,22,178,77.9
1,21,190,87.1
1,22,170,73.1
0,19,159,61
1,24,180,76.9
1,25,165,69.3
1,20,180,79.8
0,19,174,79.1
0,22,160,67.7
1,21,189,91.2
1,22,179,80
1,24,175,72
0,20,156,59.5
1,19,180,76.6
1,20,189,89.7
0,20,168,67.1
1,25,169,73.1
1,23,176,74
1,22,177,72.8
1,23,196,98.8
1,23,171,72.9
1,21,174,71.3
1,22,179,79.4
0,18,170,67.9
0,23,168,69.4
1,38,182,78
0,20,159,66
1,21,175,77.6
0,22,167,69.8
1,21,183,80.7
0,20,158,63
0,21,162,63.5
1,22,182,83.4
1,22,170,74.7
1,22,175,73.5
0,22,158,61.9
1,23,184,79.7
0,24,170,72.5
1,22,183,80.7
1,35,173,70.2
1,22,182,82.2
0,19,168,64.4
0,23,173,68.9
0,21,150,58.8
0,22,161,64.7
0,21,168,72.7
0,21,164,64.2
1,24,187,88
0,19,168,69.7
1,19,168,74.3
0,23,174,73.2
1,21,177,73.5
1,26,156,63.8
1,20,182,80.1
1,23,183,80.4
0,21,173,74.5
1,22,181,79.9
1,25,178,75.5
0,20,180,78.7
1,25,166,67.6
0,21,180,77.8
0,21,165,67.9
1,18,183,79
1,20,172,75.5
1,20,178,73.5
1,25,190,90.8
1,20,186,88.4
0,22,159,66.3
1,52,175,73.1
1,22,184,87.8
0,24,162,64.2
0,22,168,69.2
0,21,160,64.9
1,21,169,65.7
0,20,164,65.6
0,22,156,63.1
0,19,164,69.8
1,19,177,73.5
1,21,184,85.8
0,20,167,67.7
1,23,168,67.9
0,19,146,61.4
0,21,160,73.3
0,62,167,69.8
1,20,179,76.5
1,20,182,81.6
0,21,168,70.5
0,33,174,74.1
1,22,183,83.5
1,21,188,90
0,22,165,66.4
0,54,162,70.5
0,24,175,73.4
0,25,154,64.5
1,23,182,81.5
1,22,178,74.3
1,21,165,69.6
0,20,171,75.8
0,21,162,67.1
1,20,175,72.3
0,26,157,63.4
1,56,175,71.1
1,23,182,80.3
1,20,162,64.5
1,44,185,83.6
1,21,191,95
1,19,171,69.9
0,22,170,72.5
1,26,167,66.9
1,24,178,75
0,26,172,70.8
0,19,162,64.3
1,22,176,72
1,26,162,67.4
1,22,176,81
0,20,167,66
1,23,167,65.7
1,19,178,76.2
1,22,177,74.2
1,21,161,67.3
0,21,151,60.6
1,21,188,86.5
0,23,162,66.7
0,21,166,72.6
0,22,170,69.7
1,20,182,79.5
0,24,174,77.4
1,20,179,80.1
1,23,188,81.2
1,21,181,76.9
1,20,166,69.9
0,20,158,58.7
1,20,169,70.9
0,23,147,55.4
0,21,156,61
0,22,142,55.3
1,20,183,79.6
0,19,171,70.4
0,20,176,77.2
0,19,171,73.4
1,21,170,71.6
1,22,180,82.6
1,23,179,81.2
1,18,182,74.8
0,20,184,85
0,21,148,60.5
0,22,157,62
1,26,170,73.4
1,21,174,71.8
0,19,159,67.6
0,18,146,56.5
0,36,173,73
0,21,165,64.9
0,20,160,64.9
0,20,168,70.4
1,20,176,75.7
0,21,166,66.6
1,19,166,63.5
1,22,183,78.5
1,21,174,78.1
1,21,189,90.1
0,19,166,68.9
0,20,170,67.5
1,24,188,88.5
0,22,156,65.3
1,20,172,73.7
0,21,167,68
0,64,175,70.8
1,21,170,69.2
1,22,177,75.1
1,21,187,85.6
0,23,164,72
0,22,166,69.7
1,19,169,68.9
1,19,178,80.5
1,25,189,89.1
1,57,170,71.2
0,19,164,68.5
1,20,194,95.2
1,23,179,73.8
0,22,163,63
0,22,156,61.8
0,25,172,69.5
0,19,161,68.2
1,20,173,72.3
0,21,160,62.6
0,22,148,58.3
0,21,153,60.7
0,23,172,72.9
1,19,177,77.9
0,19,163,69.2
0,21,178,79.5
1,25,172,72.9
0,21,159,64.4
0,21,161,63.9
0,24,162,63.2
0,22,174,73.5
0,21,164,68.9
1,20,187,87.9
0,22,172,72.3
1,19,176,76.6
0,20,155,57.1
0,24,153,60.7
1,20,167,69.8
1,22,181,83.2
0,21,162,66.3
1,21,192,94.1
0,22,162,65.5
1,19,175,75.3
1,20,179,74.5
1,19,179,78.8
0,19,169,69.5
0,24,147,61.1
0,20,171,69.3
1,24,192,89.8
1,18,174,72.8
1,20,180,82.7
0,23,163,66.6
1,22,188,88
1,21,177,74.1
1,22,187,82.7
0,21,164,65.1
0,19,166,72.1
0,21,172,73
1,23,175,72.9
1,18,180,79.3
0,23,172,70.3
0,19,171,73.7
1,19,179,81.1
1,21,170,73.4
1,20,181,82.7
1,63,187,86.6
0,22,158,64
0,23,158,62.9
1,21,182,79.4
1,21,182,84.1
1,22,180,77.6
0,19,169,69.2
1,20,182,80.5
0,19,176,77.8
0,24,158,65.3
0,45,167,71.9
1,20,183,78.3
0,23,168,70.1
0,22,170,69.6
0,21,162,64.6
0,23,173,75
0,22,167,66.7
1,19,170,74
1,22,179,80.9
0,23,171,73.5
0,24,173,70.1
1,19,186,79.6
1,54,164,62.8
0,20,171,73.4
0,20,167,64.8
0,20,153,59.7
1,22,183,84.6
0,21,168,72.5
1,19,177,76.2
0,20,171,72.8
0,22,162,66.9
0,22,171,70.4
1,21,185,87.5
1,22,182,81.4
1,20,167,64.7
0,19,158,62.2
1,19,178,76.9
1,19,177,77
0,22,168,70.3
0,20,160,61.4
0,19,145,57.8
1,24,186,78.9
0,20,150,61.7
1,22,174,71.7
1,22,178,74.3
1,23,194,93.6
0,22,169,71.7
0,24,164,65.4
1,23,178,77.5
0,19,173,72.1
1,23,171,73.8
1,23,172,72.5
1,20,172,72.6
0,23,159,66.6
0,20,162,69.4
0,22,169,68.8
1,21,162,63.9
1,51,199,98.6
0,21,154,65.3
0,22,171,66.7
1,24,177,77.5
1,19,176,75.5
1,21,176,74.3
0,21,169,70.4
1,25,172,70.9
0,22,164,62.9
0,19,165,69.8
1,19,178,72.7
0,21,163,70.2
1,22,168,65.5
0,21,171,74.1
0,21,170,70.1
0,21,161,67.8
1,23,186,86.5
0,21,164,66.5
0,18,147,60.4
1,27,185,83.2
0,19,162,68.5
1,20,185,77.8
1,21,188,86.2
0,26,163,64.6
1,20,183,82.6
0,24,169,71.6
0,46,140,55.4
1,23,186,80.9
0,23,160,64
1,20,176,78.1
1,23,177,77
1,18,175,75.8
1,23,182,80.2
1,19,188,88.6
0,21,161,66.7
0,20,158,68.1
0,23,178,78.2
0,20,172,71.4
1,22,193,90.6
1,23,170,70.7
0,20,167,66.1
0,23,162,63.3
0,21,164,65.3
1,23,182,81.2
1,22,178,73.3
0,22,164,65.4
1,23,171,72.1
0,40,157,63.1
1,21,180,79.4
0,22,167,63
0,23,158,69.7
0,19,142,61.2
0,20,155,62.4
0,22,158,63.1
1,27,182,85.3
0,21,177,70.9
0,20,163,63.1
1,20,185,81.6
1,22,172,72.4
0,22,171,71
0,47,162,66.9
0,18,166,68.3
1,21,183,87.2
1,22,178,76.5
1,21,163,63.2
0,22,159,61.4
1,22,172,72.4
1,23,177,77.7
0,22,173,66.3
1,22,182,77.8
1,19,187,90.4
0,23,159,65.4
0,22,168,70
0,21,176,75
1,22,172,73.8
1,19,172,72.6
0,22,159,62.3
0,21,166,65.7
1,21,184,84.8
0,22,164,64.2
0,23,168,65.8
0,29,156,64.2
1,21,168,70.4
1,25,186,86.6
0,22,171,69.7
1,46,178,72.3
1,19,181,81
0,19,155,62.5
1,20,177,74.8
1,19,185,82
0,25,160,63.9
0,22,156,61.5
0,22,174,76.8
1,22,181,82.2
1,19,183,80.9
0,22,156,64.9
1,21,180,77.2
1,20,173,75.6
1,22,196,97.8
0,21,180,79.1
1,22,168,68.1
1,21,177,76.6
0,22,162,71.5
1,22,181,78.3
0,22,157,65.4
0,20,174,70.3
0,23,165,64.5
0,21,156,62.5
0,22,160,65.8
1,23,186,79.9
0,23,176,72.1
0,21,156,62
1,23,184,81.4
0,20,153,60.2
1,28,187,83.8
0,22,154,60.5
1,26,176,76
0,23,162,70.8
0,22,168,69.5
0,23,163,65.6
1,23,180,76.8
0,21,165,61.6
0,21,167,63
1,21,182,77.6
0,20,170,69.7
1,22,174,73.4
1,21,190,85.7
0,23,165,65.9
0,26,173,71.8
0,21,157,64.2
0,19,171,70.1
1,20,182,85.2
1,21,173,69.3
0,23,167,69.1
0,20,168,71.1
0,23,153,58
0,21,168,69.3
1,20,182,79.1
0,23,163,63.2
0,31,161,65.9
0,24,173,77.5
1,22,176,75.1
0,20,171,71.9
1,20,167,69
0,21,164,66.3
1,20,191,85
1,23,173,74.6
0,22,166,69
0,26,165,68
1,20,177,74.6
0,49,163,68.8
0,20,181,80.1
1,52,178,72.4
1,43,177,75.9
1,42,188,89.5
1,20,175,73.2
0,23,168,69.7
0,23,160,63
1,22,177,78.9
1,19,176,74.5
1,21,181,84.4
0,22,167,65.8
1,19,169,70.9
0,23,164,66.6
0,22,156,65.2
0,22,170,66
1,20,194,90.7
1,21,183,79.4
1,21,187,80.7
1,20,190,88
0,61,161,65.7
0,22,166,64.4
0,22,169,68.6
1,25,170,70
1,23,180,78.2
0,21,157,59.9
0,24,193,93.8
0,59,162,67.6
0,19,166,69.2
1,24,180,78
0,23,157,63.7
0,36,167,70
1,20,174,77.5
1,19,183,79.2
0,22,184,85.1
1,24,176,75.9
0,24,172,75.7
0,23,174,72.2
1,18,175,72.3
0,20,163,62.6
1,21,184,81.2
1,22,177,76.8
1,38,175,73
0,21,170,70
0,49,162,64.3
0,19,164,67.4
1,23,189,88.5
1,23,191,93.2
1,41,182,80.4
0,24,168,66
1,23,184,84.6
1,22,175,77.1
0,19,166,70.3
1,23,190,88.8
0,22,162,70.6
1,22,186,87.4
1,23,174,69.5
1,22,193,97.8
1,20,176,76.5
0,21,164,68.6
1,21,185,82.7
1,22,170,69.9
0,20,154,64.5
1,20,178,77
1,23,184,86.3
0,20,151,62.6
0,19,178,79.3
1,20,169,71
0,64,172,70.6
0,20,173,71.1
0,20,173,76.3
1,21,192,88.8
0,21,160,63.2
0,21,168,71.4
1,20,198,100
0,25,167,66.9
1,22,182,79
0,19,164,68.3
1,18,167,63.5
1,20,161,63.8
1,20,188,84.5
1,25,180,81.6
1,20,169,65.3
1,21,179,76.3
0,21,157,65.3
1,19,193,89.9
0,24,155,63.4
1,25,173,70.6
1,20,168,66.4
0,21,160,61
0,23,163,67.1
0,24,160,65.7
0,23,172,69.4
0,19,162,63.1
0,23,176,74.8
0,23,162,63.8
0,22,176,73.4
1,21,190,87.4
1,21,173,72.2
1,18,179,79.3
0,21,160,67.7
0,19,161,61.4
1,19,184,81
0,22,182,81.3
0,23,159,68.2
1,19,182,78.4
0,21,151,63.3
0,23,156,62.6
0,19,174,79.1
0,19,155,63.9
1,20,168,69.1
0,20,161,63
0,22,180,81.1
1,22,182,80.4
1,20,171,78.5
0,20,173,68.5
1,26,181,79.7
1,21,191,90.9
1,22,184,84.3
1,20,189,91.4
0,21,170,71.7
0,39,176,76.4
0,20,173,73.5
0,20,156,64.6
1,19,173,73.3
1,23,188,88.8
1,24,186,81.8
1,24,184,83.1
0,23,171,70.2
1,23,175,75.1
1,21,179,77.1
0,21,159,58.3
1,23,170,73.4
1,20,187,86.1
0,22,181,80.7
0,18,170,72.9
1,22,192,93.1
0,20,174,70.5
0,21,168,72.9
0,23,174,72.8
0,29,155,62.8
1,20,185,85.1
0,20,174,76.9
1,19,181,80
1,20,187,85.9
1,20,188,89.3
0,19,156,61.1
0,44,164,63.9
0,21,162,67.2
1,24,183,79.6
0,24,159,67.1
0,23,167,68.7
1,21,185,82.5
1,21,179,76.1
1,21,180,75.5
0,24,168,73.1
1,19,189,85.5
1,21,174,79.2
0,22,164,67.7
0,27,167,68.1
0,22,156,64
0,19,173,76.1
1,21,165,65.7
0,22,168,64.8
1,19,188,84
0,23,167,68.4
1,20,181,80.2
0,19,167,65.9
1,21,189,90.7
1,24,182,81.7
0,21,161,69.1
0,20,161,64.4
0,22,171,66.3
1,22,169,69.2
0,22,167,69.8
0,21,155,63.8
0,23,160,64.1
1,22,177,74.4
1,20,170,69.2
1,22,170,66.1
0,21,176,81
0,22,168,70.7
0,21,171,69.1
0,21,164,64.5
1,24,184,79.8
0,19,169,66.4
1,20,171,71.5
0,22,158,60.4
1,22,183,84.1
0,22,179,76.9
0,23,175,72.3
0,30,154,59.9
1,22,182,79.9
1,24,175,72.3
1,21,180,79.5
1,20,178,75.7
1,23,186,87.1
1,19,187,87
1,21,168,68.8
0,22,166,68.4
1,19,189,86.9
1,25,165,69.2
1,22,169,68.5
0,22,163,66.8
0,23,162,64.2
0,21,166,67.8
1,18,187,81.2
0,44,165,70.1
1,24,198,97.4
1,20,171,64
1,21,174,71.2
0,20,165,66.3
1,22,180,81.4
1,23,187,90.2
0,22,164,67.1
0,24,164,65.4
1,22,180,79.1
1,20,175,69.8
0,21,165,67.5
1,24,176,81.2
0,20,175,71.8
0,22,179,80.9
0,25,170,78.2
1,23,189,88.9
0,21,172,70.6
0,20,164,66.2
1,22,169,68.6
0,19,160,61.6
1,23,173,74.5
0,19,155,60.3
0,19,148,55.5
0,21,176,77.2
0,21,156,65.6
1,20,169,71.3
0,24,150,59.2
0,54,157,65.8
1,21,197,99.1
0,19,155,63.8
0,20,158,66.3
1,19,179,80.1
1,21,185,82.8
1,20,188,85.7
1,22,173,69.8
0,25,152,58.9
1,35,182,84.6
1,27,179,74.5
0,21,155,62
0,19,165,66.6
0,20,151,63.1
1,19,184,80.5
1,20,185,84.8
1,22,194,89.6
1,18,179,79.8
1,51,180,79.1
0,20,169,67.6
0,21,163,65.7
1,21,176,73.4
1,21,159,61.3
1,20,178,76.2
1,21,177,77.2
0,23,154,63.5
1,20,170,69.2
0,20,164,65.6
1,22,180,85.2
0,20,166,72.2
0,22,157,60.7
1,24,185,74.9
0,22,172,69.6
1,25,186,80.9
0,23,158,63.9
1,24,187,83.7
0,19,163,66.8
0,25,146,60.9
0,22,170,64.4
1,47,180,80.3
0,21,156,59
0,21,152,60.9
1,24,183,78.3
1,18,182,81.7
1,22,182,81.2
1,20,179,78
0,18,171,68.4
1,50,185,83
1,23,184,82.4
0,23,177,75.5
0,19,169,69
0,23,155,60.3
0,20,164,64.2
1,20,194,94.4
1,20,179,82.7
0,22,156,64.2
1,21,189,90.6
0,24,159,64.6
1,22,177,76.9
1,19,180,79.5
1,20,190,89.1
1,19,185,84.4
0,19,170,71.4
0,19,164,67.8
1,22,181,77.6
0,21,166,74.3
0,26,171,69.9
1,19,185,88.4
0,22,174,71.9
1,23,176,73.7
1,21,168,67.3
0,24,174,72.6
1,21,185,84.8
0,24,167,72.1
1,20,186,87.7
1,21,192,90.7
0,23,163,68.6
0,23,159,65.7
1,21,161,66.9
1,18,169,70.6
0,18,168,69.4
0,27,157,66.6
0,24,155,58.8
1,24,175,73.3
0,23,165,69.5
0,21,174,78.3
1,23,184,80.6
0,20,163,62.9
0,18,168,68.1
0,24,162,64.5
0,22,170,68.6
0,19,170,75.2
0,19,155,63.2
1,26,184,84.7
1,21,172,71.8
1,21,174,74.4
0,23,156,66.2
0,22,171,71.1
0,50,163,64.9
0,22,166,68.2
0,20,176,75.4
1,22,182,78.5
0,22,170,70.6
0,41,157,63.8
1,22,180,78.8
1,19,177,74.6
1,24,188,90
1,21,179,79.1
0,21,167,68.4
0,21,176,71.7
0,21,176,75.4
0,20,164,66.2
0,21,173,74.5
1,22,187,81.8
1,20,187,85.9
0,22,170,74.1
0,20,172,73.4
0,22,167,67.7
0,20,163,68.9
0,23,162,66.9
1,23,169,74.5
0,20,153,60.4
1,22,171,72.2
1,21,168,73.4
0,21,147,59.3
1,22,188,86.3
0,19,172,71.1
1,23,182,79.6
0,19,161,67.5
1,21,185,84.8
1,25,172,70.7
0,21,169,73.2
0,55,159,63.4
0,24,162,62.8
1,22,186,86.4
1,37,179,76.1
1,22,194,90.7
0,24,161,64.9
0,21,161,63.6
1,37,173,75.9
1,21,190,89
1,20,180,79
0,18,162,67.7
0,20,164,66.9
0,24,167,68.3
1,20,175,75.2
0,18,165,67.9
1,21,174,74
0,19,156,63.3
0,21,165,66.6
0,19,172,77.9
1,21,184,86.2
0,24,176,76.5
1,21,185,85.1
1,21,170,68
1,22,174,72.8
0,24,175,74.7
0,23,165,70.8
1,21,192,87
1,22,189,87.9
1,23,174,72.1
0,20,156,60.7
1,18,181,81
0,19,172,74.4
1,19,171,68.5
1,21,180,76.9
0,23,172,66.3
1,20,189,85.8
0,59,153,62.4
1,25,179,78.4
0,22,172,68.8
1,22,182,78.4
0,23,162,70.2
1,37,173,69.9
1,21,179,73.7
1,24,167,68.1
1,21,179,75.6
1,22,184,81.3
1,20,174,78.4
0,21,166,64.9
1,21,170,71.7
1,21,186,88
0,22,168,68.2
0,20,155,63.9
0,23,162,65.7
1,20,175,72
1,20,174,73.7
0,20,171,68.8
1,21,175,75.6
0,22,151,62.1
0,22,162,67
1,19,174,72.8
1,27,182,81.6
1,24,182,80.9
1,23,166,68.9
0,18,163,71.1
0,23,153,57.7
0,22,170,73.5
0,21,161,66.5
0,19,167,68.9
0,21,165,66.6
1,22,162,64.4
1,20,178,78
1,57,169,70.1
0,22,176,76.1
1,23,181,74.8
1,21,168,68.3
0,19,160,61.8
0,19,168,66.6
0,23,167,68
0,21,158,65.5
0,20,151,60
1,21,174,70.2
0,59,158,59.9
0,22,157,66.2
0,21,158,69.3
0,20,160,66.7
1,22,181,84.6
0,26,164,66
1,20,173,70.6
1,19,180,75.6
0,20,162,61.8
1,19,181,77.4
1,25,175,75.5
1,21,178,75.8
0,22,162,64.6
0,20,154,63.4
1,20,177,79
1,22,182,80.5
1,20,181,79.1
0,22,160,62.7
0,22,180,82
1,22,173,74.2
1,21,179,80.7
1,20,186,83.9
1,20,182,79.7
0,18,163,67.3
0,20,171,70
1,22,171,73.2
0,24,160,61.4
0,21,155,61.1
0,23,159,65.7
0,20,172,75.5
1,19,175,77.8
0,19,170,67.3
0,19,174,69.1
0,20,162,65.8
1,23,187,85.1
0,21,164,68.2
0,19,165,69.6
1,24,182,77.8
0,22,175,72.1
1,18,180,81.6
1,21,183,82.4
0,21,158,63.3
0,21,164,66.9
0,46,158,62.9
1,19,187,86.9
0,22,162,67.6
1,23,175,76.6
0,19,161,64.6
0,31,152,63.3
1,25,184,83.1
0,19,158,62.9
1,22,170,72.2
0,21,166,64.2
1,19,174,74.3
1,21,176,71.1
1,21,188,86.2
1,20,177,79.4
0,19,157,61.2
1,19,165,66
1,24,184,80.3
0,21,164,67.4
0,22,157,63.5
0,22,166,61.4
1,20,162,68.7
0,20,158,62.4
1,22,183,84.4
1,19,187,86.7
0,24,170,67.6
0,21,168,71.9
0,21,147,59
0,21,140,56.1
0,21,163,62.9
1,23,186,84.4
0,20,172,73.8
1,20,192,87.5
0,25,178,78.6
1,23,168,68.9
0,20,177,77.3
1,22,195,97.8
